p_complete,age_sex,date,year,area,length,width,density,geometry
NA,male,20160125,2016,2.102740598345062,2.990579774448443,0.990540476587032,3,"list(list(c(1837312.60189633, 1837312.70619696, 1837312.74791721, 1837312.81049759, 1837312.83135772, 1837312.9773786, 1837313.16511974, 1837313.16511974, 1837313.12339949, 1837313.03995898, 1837312.93565835, 1837312.75974889, 1837312.60189633, 1837312.33071469, 1837312.14297356, 1837312.1012533, 1837312.12211343, 1837312.18469381, 1837312.33071469, 1837312.60189633, 569999.591207936, 569999.591207934, 569999.528626584, 569999.278301175, 569998.861092162, 569998.44388315, 569997.713767376, 569996.837628448, 
569996.712465744, 569996.670744842, 569996.670744842, 569996.826748787, 569996.962791151, 569997.338279264, 569997.838930081, 569998.402162247, 569998.798510812, 569999.090557118, 569999.382603431, 569999.591207936)))"
NA,male,20160125,2016,2.185581244102543,3.122861972820612,1.010407069209252,2,"list(list(c(1837307.01138252, 1837307.26170404, 1837307.46663052, 1837307.5537458, 1837307.69976669, 1837307.69976669, 1837307.65804643, 1837307.51202555, 1837306.9905224, 1837306.6776205, 1837306.36471861, 1837306.07267685, 1837305.73891483, 1837305.27999205, 1837305.00881041, 1837304.82106928, 1837304.82106928, 1837304.86278953, 1837305.02967054, 1837305.21741167, 1837305.61375407, 1837306.01009647, 1837306.59418, 1837307.01138252, 570001.009718583, 570001.00971858, 570000.933769656, 570000.905416327, 
570000.801114076, 570000.759393173, 570000.67595137, 570000.550788666, 570000.279602809, 569999.987556497, 569999.77895199, 569999.507766133, 569999.42432433, 569999.42432433, 569999.528626585, 569999.674649739, 569999.799812441, 569999.862393794, 569999.883254245, 569999.966696047, 570000.404765513, 570000.65509092, 570000.926276777, 570001.009718583)))"
NA,male,20160125,2016,2.391923810911601,3.223408249088729,1.095591372037171,3,"list(list(c(1837309.99438056, 1837310.20298182, 1837310.28642233, 1837310.39072296, 1837310.36986283, 1837309.72319892, 1837308.97223438, 1837308.88879388, 1837308.66961197, 1837308.4298711, 1837308.24212997, 1837307.90836795, 1837307.74148694, 1837307.59546605, 1837307.57460593, 1837307.63718631, 1837308.09610908, 1837308.33193297, 1837308.53417173, 1837308.99309451, 1837309.47287741, 1837309.68147867, 1837309.99438056, 570005.66159908, 570005.661599079, 570005.619878178, 570005.473855023, 570005.39041322, 
570004.7645997, 570003.930181673, 570003.888460773, 570003.804041179, 570003.721577169, 570003.742437618, 570003.909321224, 570004.076204829, 570004.284809337, 570004.409972038, 570004.472553392, 570004.514274294, 570004.757984361, 570004.910622855, 570005.286110969, 570005.494715474, 570005.536436376, 570005.66159908)))"
NA,male,20160125,2016,2.902535799484428,3.257119389555176,1.21328744916817,3,"list(list(c(1837296.95680172, 1837297.06110235, 1837297.16540298, 1837297.14454286, 1837297.1028226, 1837296.97766185, 1837296.76906059, 1837296.28927768, 1837296.03895617, 1837295.53831314, 1837295.24627138, 1837294.97508974, 1837294.82906886, 1837294.53702709, 1837294.37014608, 1837294.34928595, 1837294.47444671, 1837295.12111062, 1837295.41315239, 1837296.18497705, 1837296.45615869, 1837296.69889133, 1837296.7748691, 1837296.87336122, 1837296.95680172, 570006.537738006, 570006.537738006, 570006.454296204, 
570005.891064035, 570005.703319981, 570005.390413219, 570005.05664601, 570004.722878801, 570004.660297448, 570004.660297449, 570004.702018349, 570004.785460151, 570004.868901954, 570005.160948264, 570005.432134122, 570005.765901334, 570005.911924486, 570005.682459531, 570005.682459528, 570005.93278494, 570006.099668543, 570006.167794197, 570006.218446048, 570006.412575302, 570006.537738006)))"
NA,female,20160125,2016,1.242527845772401,2.259500836937729,0.702134179926388,6,"list(list(c(1837290.28299028, 1837290.40117793, 1837290.61532337, 1837290.82392464, 1837291.17854678, 1837291.26198728, 1837291.22026703, 1837291.13682653, 1837291.0325259, 1837290.94908539, 1837290.78220438, 1837290.42758224, 1837290.17726072, 1837290.21545448, 1837290.28299028, 570011.975873043, 570011.933663167, 570011.752850674, 570011.502525265, 570010.772409493, 570010.042293718, 570009.937991468, 570009.854549663, 570009.854549663, 570009.896270564, 570010.04229372, 570010.647246788, 570011.565106617, 
570011.942105142, 570011.975873043)))"
NA,female,20160125,2016,1.882225778531112,2.805768582909511,0.956528525677354,7,"list(list(c(1837289.46801644, 1837289.62451622, 1837289.7342619, 1837289.94531128, 1837290.0719409, 1837290.28156136, 1837290.46930249, 1837290.61532337, 1837290.74048413, 1837290.85704458, 1837290.94908539, 1837291.00900013, 1837291.0325259, 1837291.02588408, 1837290.94990631, 1837290.78220438, 1837290.21898098, 1837290.05209997, 1837289.90607908, 1837289.69747782, 1837289.50973669, 1837289.42629618, 1837289.42629618, 1837289.3637158, 1837289.3637158, 1837289.46801644, 570014.422988361, 570014.364951986, 
570014.331184086, 570014.196112485, 570014.061040884, 570013.859756191, 570013.609430782, 570013.275663572, 570013.087919515, 570012.828512524, 570012.649850052, 570012.457065621, 570012.27436194, 570012.136270569, 570012.094060694, 570012.149199236, 570012.420385095, 570012.566408249, 570012.81673366, 570013.046198616, 570013.379965828, 570013.755453936, 570014.047500247, 570014.172662949, 570014.276965205, 570014.422988361)))"
NA,male,20160125,2016,2.039773276996524,2.980876812879038,0.972964364330284,5,"list(list(c(1837310.11954132, 1837310.22384195, 1837310.2655622, 1837310.2655622, 1837310.22384195, 1837310.22384195, 1837310.07782107, 1837309.8692198, 1837309.55631791, 1837309.3894369, 1837309.09739514, 1837308.97223438, 1837308.93051413, 1837308.88879388, 1837308.88879388, 1837308.95137425, 1837309.03481476, 1837309.24341602, 1837309.32685653, 1837309.41029703, 1837309.74405905, 1837309.84835968, 1837310.11954132, 570015.048801879, 570015.048801879, 570015.00708098, 570014.819336923, 570014.673313767, 
570014.235244305, 570014.005779346, 570013.421686727, 570012.858454562, 570012.608129152, 570012.316082842, 570012.336943292, 570012.378664194, 570012.524687347, 570012.962756813, 570013.129640418, 570013.818035289, 570014.235244302, 570014.610732413, 570014.715034669, 570014.861057825, 570014.861057824, 570015.048801879)))"
NA,female,20160125,2016,1.370529988974911,2.465477266804259,0.787406522571344,12,"list(list(c(1837295.6634739, 1837295.95551567, 1837296.5395992, 1837296.60217958, 1837296.49787895, 1837296.31056047, 1837296.07418517, 1837295.8969037, 1837295.2671315, 1837295.07939037, 1837294.84992898, 1837294.59960747, 1837294.41186633, 1837294.3075657, 1837294.13253091, 1837294.15785683, 1837294.64132772, 1837294.91250936, 1837295.6634739, 570015.027941428, 570014.944499627, 570014.652453317, 570014.52729061, 570014.402127908, 570014.322742111, 570014.27209026, 570014.25520631, 570014.276965206, 
570014.339546556, 570014.360407008, 570014.44384881, 570014.46470926, 570014.52729061, 570014.677305064, 570014.727956914, 570014.944499625, 570015.027941428, 570015.027941428)))"
NA,female,20160125,2016,1.459210513113869,2.435010708815788,0.862392773511683,10,"list(list(c(1837291.15768665, 1837291.40800817, 1837291.70004993, 1837291.78349044, 1837291.92951132, 1837292.20069296, 1837292.45101447, 1837292.72219611, 1837292.76391637, 1837292.74305624, 1837292.63875561, 1837292.22155309, 1837292.09639233, 1837291.84607082, 1837291.49144867, 1837291.44972842, 1837291.26198728, 1837291.19940691, 1837290.99080564, 1837290.94908539, 1837290.84016063, 1837290.78950878, 1837290.77262483, 1837290.95834828, 1837291.15768665, 570015.945801259, 570015.883219907, 570015.7163363, 
570015.612034046, 570015.549452695, 570015.340848189, 570015.090522777, 570014.715034669, 570014.610732418, 570014.464709259, 570014.422988361, 570014.548151063, 570014.548151063, 570014.631592866, 570014.861057822, 570014.861057825, 570015.027941427, 570015.153104133, 570015.382569088, 570015.486871342, 570015.648132196, 570015.808529722, 570015.935159348, 570015.968927249, 570015.945801259)))"
NA,female,20160125,2016,1.062028831483884,2.160451616663032,0.677175479656865,10,"list(list(c(1837288.40415, 1837288.61275126, 1837288.67533164, 1837288.65447152, 1837288.25812912, 1837287.88264685, 1837287.42372407, 1837287.19426269, 1837286.81878042, 1837286.652941, 1837286.60651014, 1837286.68678625, 1837286.77112865, 1837287.0482418, 1837287.29856332, 1837287.77834622, 1837288.40415, 570017.572916411, 570017.552055957, 570017.489474605, 570017.385172356, 570016.926242437, 570016.717637932, 570016.592475228, 570016.592475227, 570016.717637935, 570016.716042042, 570016.775135867, 
570016.886686304, 570016.998848207, 570017.113986496, 570017.134846947, 570017.426893255, 570017.572916411)))"
